BIL      ,LONGITUD,LATITUD,"KOD FASILITI
","NAMA
","ALAMAT 
",POSKOD           ,LOKASI                             ,PEJABAT KESIHATAN DAERAH,"BANDAR
",DAERAH           ,"NEGERI
",PURATA BEBAN KERJA SEHARI,"JENIS KLINIK (BERDASARKAN PURATA BEBAN KERJA SEHARI)                                                                                                                                 KK1 = >800, KK2 = 500-800, KK3 = 300-500, KK4 =150 -300, KK5 = 100-150, KK6 = 50-100, KK7 = <50",NO TELEFON                          ,NO FAX             ,VAKSIN BCG (Tuberculosis),VAKSIN HEP B (Hepatitis B),"VAKSIN DTaP-Hib/IPV (Difteria, Tetanus, Pertusis, Hemophilus Influenza B, Polio)","VAKSIN MMR (Measles, Mumps, Rubella)",VAKSIN JE (Japaneese Encephalitis),VAKSIN Measles
322,102.300906,2.442639,21-04010015,KK HUTAN PERCHA,ALOR GAJAH,78000,LUAR BANDAR,PKD ALOR GAJAH,ALOR GAJAH,ALOR GAJAH,MELAKA,43,KK7,06-5548224,06-5548224,Ada,Ada,Ada,Ada,Tiada,Tiada
323,102.043680,2.359550,21-04010021,KK KUALA SUNGAI BARU,"PEKAN KUALA SUNGAI BARU, ALOR GAJAH",78200,LUAR BANDAR,PKD ALOR GAJAH,KUALA SUNGAI BARU,ALOR GAJAH,MELAKA,322,KK3,06-3876333,06-3876233,Ada,Ada,Ada,Ada,Tiada,Tiada
324,102.068100,2.465340,21-04010022,KK LUBOK CHINA,PEKAN LUBOK CHINA,78100,LUAR BANDAR,PKD ALOR GAJAH,ALOR GAJAH,ALOR GAJAH,MELAKA,149,KK5,06-6966475,06-6966475,Ada,Ada,Ada,Ada,Tiada,Tiada
325,102.338140,2.376670,21-04010023,KK MACAP BARU,"KM 17, KAMPUNG MACAP BARU",78000,LUAR BANDAR,PKD ALOR GAJAH,ALOR GAJAH,ALOR GAJAH,MELAKA,57,KK6,06-5252333,06-5566249 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
326,102.177983,2.435814,21-04010024,KK MASJID TANAH,"BATU 18 1/2, PAYA RUMPUT",78300,LUAR BANDAR,PKD ALOR GAJAH,MASJID TANAH,ALOR GAJAH,MELAKA,492,KK3,06-3842533/ 06-3843012,06-3842985,Ada,Ada,Ada,Ada,Tiada,Tiada
327,102.249160,2.426070,21-04010026,KK PADANG SEBANG,"BATU 19 1/2, KAMPUNG PADANG SEBANG",78000,LUAR BANDAR,PKD ALOR GAJAH,ALOR GAJAH,ALOR GAJAH,MELAKA,122,KK5,06-5547932,06-5566249 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
328,102.177983,2.435814,21-04010029,KK SIMPANG AMPAT,"BATU 22, KAMPUNG SIMPANG EMPAT",78000,LUAR BANDAR,PKD ALOR GAJAH,ALOR GAJAH,ALOR GAJAH,MELAKA,113,KK5,06-5529497,06-5566249 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
329,102.340260,2.461879,21-04010114,KK TEBONG,TEBONG,76460,BANDAR,PKD ALOR GAJAH,ALOR GAJAH,ALOR GAJAH,MELAKA,52,KK6,05-4486716,05-5566249 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
330,102.430130,2.306740,21-04020018,KK JASIN,PEJ. KES JASIN MELAKA,77000,BANDAR,PKD JASIN,JASIN,JASIN,MELAKA,633,KK2,06-5294636,06-5292812 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
331,102.404170,2.351160,21-04020019,KK KEMENDOR,JALAN BUNGA KERTAS MELAKA,77000,BANDAR,PKD JASIN,JASIN,JASIN,MELAKA,74,KK6,06-5293330,06-5292812 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
332,102.428050,2.153660,21-04020025,KK MERLIMAU,"KAMPUNG MERLIMAU, JALAN BESAR MERLIMAU, JASIN",77300,BANDAR,PKD JASIN,MERLIMAU,JASIN,MELAKA,644,KK2,06-2631533,06-2634925,Ada,Ada,Ada,Ada,Tiada,Tiada
333,102.372540,2.387980,21-04020028,KK SELANDAR,JALAN MACAP,77500,BANDAR,PKD JASIN,SELANDAR,JASIN,MELAKA,195,KK4,06-5251495,06-5292812 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
334,102.511710,2.358610,21-04020030,KK SIMPANG BEKOH,"KAMPUNG SIMPANG BEKOH, JALAN BESAR ASAHAN",77100,BANDAR,PKD JASIN,JASIN,JASIN,MELAKA,192,KK4,06-5236033,06-5292812 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
335,102.492790,2.124590,21-04020031,KK SUNGAI RAMBAI,"KM 32, JASIN",77400,BANDAR,PKD JASIN,SUNGAI RAMBAI,JASIN,MELAKA,152,KK4,06-2659526,06-5292812 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
336,102.342941,2.160050,21-04020037,KK UMBAI,"JALAN MUAR, UMBAI",77300,BANDAR,PKD JASIN,MERLIMAU,JASIN,MELAKA,380,KK3,06-2615606,06-5292812 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
337,102.392938,2.380440,21-04020060,KK FELDA BUKIT SENGGEH,"FELDA BUKIT SENGGEH, ASAHAN",77100,BANDAR,PKD JASIN,JASIN,JASIN,MELAKA,25,KK7,06-5228305,06-5292812 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
338,102.468998,2.437446,21-04020078,KK NYALAS,"JKR 2016, KUARTERS KLINIK KESIHATAN NYALAS, PEKAN NYALAS, ASAHAN",77100,BANDAR,PKD JASIN,JASIN,JASIN,MELAKA,35,KK7,06-5228306,06-5292812 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
339,102.315680,2.204160,21-04030010,KK AYER KEROH,JALAN AYER KEROH LAMA,75450,BANDAR,PKD MELAKA TENGAH,MELAKA,MELAKA TENGAH,MELAKA,717,KK2,06-2312344,06-2324133,Ada,Ada,Ada,Ada,Tiada,Tiada
340,102.315680,2.204160,21-04030011,KK AYER MOLEK,JALAN AIR MOLEK,75460,BANDAR,PKD MELAKA TENGAH,AYER MOLEK,MELAKA TENGAH,MELAKA,440,KK3,06-2680333,06-2816219 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
341,102.179914,2.254529,21-04030012,KK BUKIT RAMBAI,JALAN BUKIT RAMBAI,75250,BANDAR,PKD MELAKA TENGAH,BUKIT RAMBAI,MELAKA TENGAH,MELAKA,259,KK4,06-3512464,06-3515024,Ada,Ada,Ada,Ada,Tiada,Tiada
342,102.215104,2.274482,21-04030013,KK CHENG,JALAN CHENG,75250,BANDAR,PKD MELAKA TENGAH,CHENG,MELAKA TENGAH,MELAKA,470,KK3,06-3123333,06-3121924,Ada,Ada,Ada,Ada,Tiada,Tiada
343,102.250080,2.194490,21-04030017,KK JALAN GEREJA,BANDAR KABA,75000,BANDAR,PKD MELAKA TENGAH,MELAKA,MELAKA TENGAH,MELAKA,169,KK4,06-2824452,06-2824452,Ada,Ada,Ada,Ada,Tiada,Tiada
344,102.200530,2.218270,21-04030020,KK KLEBANG BESAR,JALAN KLEBANG BESAR,75200,BANDAR,PKD MELAKA TENGAH,KLEBANG BESAR,MELAKA TENGAH,MELAKA,190,KK4,06-3154144/ 06-3153952,06-2816219 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
345,102.254434,2.222318,21-04030027,KK PERINGGIT,JALAB PANTAI PERINGGIT,75400,BANDAR,PKD MELAKA TENGAH,MELAKA,MELAKA TENGAH,MELAKA,1143,KK1,06-2882344,06-2882340,Ada,Ada,Ada,Ada,Tiada,Tiada
346,102.131551,2.280279,21-04030032,KK SUNGAI UDANG,"BATU 11 1/2, SUNGAI UDANG",76300,BANDAR,PKD MELAKA TENGAH,MELAKA TENGAH,MELAKA TENGAH,MELAKA,326,KK3,06-3531333,06-2816219 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
347,102.163330,2.223334,21-04030033,KK SERI TANJUNG,"BATU 7 PEKAN TANJUNG KLING, TANJUNG KLING",76400,BANDAR,PKD MELAKA TENGAH,MELAKA TENGAH,MELAKA TENGAH,MELAKA,351,KK3,06-3511333,06-3510080,Ada,Ada,Ada,Ada,Tiada,Tiada
348,102.238144,2.201313,21-04030034,KK TENGKERA,"JALAN DATO WIRA POH AH TIAM, LORONG PANDAN",75200,BANDAR,PKD MELAKA TENGAH,MELAKA TENGAH,MELAKA TENGAH,MELAKA,499,KK3,06-3360176,06-3360187,Ada,Ada,Ada,Ada,Tiada,Tiada
349,102.271150,2.187290,21-04030035,KK UJONG PASIR,JALAN UJONG PASIR TENGAH,75050,BANDAR,PKD MELAKA TENGAH,UJONG PASIR,MELAKA TENGAH,MELAKA,373,KK3,06-2867333,06-2812843,Ada,Ada,Ada,Ada,Tiada,Tiada
350,102.765190,2.027580,21-01010029,KK AYER HITAM,"BATU 1 JALAN YONG PENG, BATU PAHAT",86100,LUAR BANDAR,PKD BATU PAHAT,AYER HITAM,BATU PAHAT,JOHOR,203,KK4,07-7581966,07-7581966,Ada,Ada,Ada,Ada,Tiada,Tiada
351,102.855339,1.849188,21-01010030,KK BAGAN,"MLO 091, PEKAN PARIT BESAR BAGAN, BAGAN",83000,LUAR BANDAR,PKD BATU PAHAT,BATU PAHAT,BATU PAHAT,JOHOR,145,KK5,07-4138107,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
352,102.942000,1.850100,21-01010039,KK BATU PAHAT,"PTD 6625, JALAN KLUANG BATU PAHAT, SIMPANG KANAN",83000,BANDAR ,PKD BATU PAHAT,BATU PAHAT,BATU PAHAT,JOHOR,986,KK1,07-4343355,07-4332434,Ada,Ada,Ada,Ada,Tiada,Tiada
353,103.109590,1.863694,21-01010077,KK PARIT RAJA,"MLO 261, JALAN BESAR AIR HITAM, SRI GADING",86400,LUAR BANDAR,PKD BATU PAHAT,BATU PAHAT,BATU PAHAT,JOHOR,372,KK3,07-4541237,07-4541237,Ada,Ada,Ada,Ada,Tiada,Tiada
354,102.881409,1.977011,21-01010079,KK PARIT SULONG,"LOT 608, PEKAN PARIT SULONG, SIMPANG KIRI",83500,LUAR BANDAR,PKD BATU PAHAT,BATU PAHAT,BATU PAHAT,JOHOR,242,KK4,07-4186204,07-4186204,Ada,Ada,Ada,Ada,Tiada,Tiada
355,103.027664,1.957593,21-01010080,KK PARIT YAANI,"LOT 9167, PEKAN PARIT YAANI, MUKIM 7",83710,LUAR BANDAR,PKD BATU PAHAT,BATU PAHAT,BATU PAHAT,JOHOR,138,KK5,07-4846521,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
356,102.943010,1.856020,21-01010090,KK PESTA,"PTD 13591, KAMPUNG KENANG-KENANGAN DATO' ONN, JALAN PERAK, SIMPANG KANAN",83000,BANDAR ,PKD BATU PAHAT,BATU PAHAT,BATU PAHAT,JOHOR,211,KK4,07-4343355,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
357,104.223969,1.350095,21-01010093,KK RENGIT,"TLO 52, JALAN BESAR RENGIT, RENGIT",83500,LUAR BANDAR,PKD BATU PAHAT,BATU PAHAT,BATU PAHAT,JOHOR,192,KK4,07-4241224,07-4241224,Ada,Ada,Ada,Ada,Tiada,Tiada
358,102.784930,1.881430,21-01010096,KK SEMERAH,"JALAN MUAR SEMERAH, MUKIM 1 LUBOK",83000,LUAR BANDAR,PKD BATU PAHAT,BATU PAHAT,BATU PAHAT,JOHOR,115,KK5,07-4162685,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
359,103.045797,1.749411,21-01010097,KK SENGGARANG,"NO 24, 25, 26 & 27, JALAN ABDULLAH, MEDAN BUNGA CEMPAKA BARU SENGGARANG",83200,LUAR BANDAR,PKD BATU PAHAT,SENGGARANG,BATU PAHAT,JOHOR,345,KK3,07-4291015,07-4291015,Ada,Ada,Ada,Ada,Tiada,Tiada
360,103.027944,1.854231,21-01010101,KK SRI GADING,"LOT 5360, JALAN KLUANG, SIMPANG KANAN",83000,LUAR BANDAR,PKD BATU PAHAT,SRI GADING,BATU PAHAT,JOHOR,179,KK4,07-4558216,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
361,102.961490,1.987800,21-01010102,KK SRI MEDAN,"LOT 5660, PEKAN SRI MEDAN, MUKIM 18",83400,LUAR BANDAR,PKD BATU PAHAT,BATU PAHAT,BATU PAHAT,JOHOR,125,KK5,07-4850272,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
362,103.188941,1.733468,21-01010078,KK SRI MERLONG,"LOT 5086, KAMPUNG SRI MERLONG, SUNGAI KLUANG",83100,LUAR BANDAR,PKD BATU PAHAT,BATU PAHAT,BATU PAHAT,JOHOR,110,KK5,07-4258511,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
363,102.952112,1.909484,21-01010112,KK TONGKANG PECAH,"PTD 1921, JALAN BESAR TONGKANG PECAH, LINAU",83010,LUAR BANDAR,PKD BATU PAHAT,BATU PAHAT,BATU PAHAT,JOHOR,264,KK4,07-4152091,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
364,103.054958,2.008469,21-01010115,KK YONG PENG,"LOT 8905, JALAN BESAR YONG PENG, SEMERONG",87000,LUAR BANDAR,PKD BATU PAHAT,BATU PAHAT,BATU PAHAT,JOHOR,283,KK4,07-4671361,07-4674853,Ada,Ada,Ada,Ada,Tiada,Tiada
365,103.931425,1.530564,21-01020171,KK KAMPUNG CAHAYA BARU,"JKR 2116, JLN PERAK, KAMPUNG CAHAYA BARU, MASAI",81750,LUAR BANDAR,PKD JOHOR BHARU,JOHOR BAHRU,JOHOR BAHRU,JOHOR,174,KK4,07-2612346,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
366,103.590287,1.447719,21-01020050,KK GELANG PATAH,JKR 4176 JALAN BESAR GELANG PATAH,81550,LUAR BANDAR,PKD JOHOR BHARU,JOHOR BAHRU,JOHOR BAHRU,JOHOR,416,KK3,07-5101252,07-5101252,Ada,Ada,Ada,Ada,Tiada,Tiada
367,103.707381,1.508123,21-01020060,KK KEMPAS,"JKR 6044, JLN PERSISIRAN TANJUNG TAMPOI",81200,BANDAR,PKD JOHOR BHARU,JOHOR BAHRU,JOHOR BAHRU,JOHOR,779,KK2,07-2382060,07-2389843,Ada,Ada,Ada,Ada,Tiada,Tiada
368,103.748751,1.496965,21-01020066,KK LARKIN,"PTD 4999, JALAN SENTOSA, LARKIN",80350,BANDAR,PKD JOHOR BHARU,JOHOR BAHRU,JOHOR BAHRU,JOHOR,404,KK3,07-2233249,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
369,103.748420,1.462470,21-01020089,KK MAHMOODIAH,JKR 6274 JALAN MAHAMMODIAH,80100,LUAR BANDAR,PKD JOHOR BHARU,JOHOR BAHRU,JOHOR BAHRU,JOHOR,819,KK1,07-2266166,07-2223166,Ada,Ada,Ada,Ada,Tiada,Tiada
370,103.757500,1.514350,21-01020058,KK MAJIDEE,"PESAKIT LUAR KK MAJIDEE, JALAN TEBRAU LAMA",81100,BANDAR,PKD JOHOR BHARU,JOHOR BAHRU,JOHOR BAHRU,JOHOR,381,KK3,07-3323535,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
371,103.885109,1.489205,21-01020070,KK MASAI,"JKR 5638, JALAN PEKELILING MASAI BAHRU",81750,LUAR BANDAR,PKD JOHOR BHARU,MASAI,JOHOR BAHRU,JOHOR,926,KK1,07-2521882 / 07-2511333,07-2561089,Ada,Ada,Ada,Ada,Tiada,Tiada
372,103.906293,1.463943,21-01020082,KK PASIR GUDANG,"JKR 5376, JALAN 8/1 PERJIRANAN 8 BAHRU",81700,BANDAR,PKD JOHOR BHARU,PASIR GUDANG,JOHOR BAHRU,JOHOR,854,KK1,07-2510594,07-2532153,Ada,Ada,Ada,Ada,Tiada,Tiada
373,103.589448,1.379188,21-01020185,KK PAYA MENGKUANG,"JKR 4091 JLN KELASI, DESA PAYA MENGKUANG, GELANG PATAH",81560,LUAR BANDAR,PKD JOHOR BHARU,JOHOR BAHRU,JOHOR BAHRU,JOHOR,63,KK6,07-5080015,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
374,103.790287,1.547898,21-01020429,KK SULTAN ISMAIL,"JALAN PERSIARAN MUTIARA EMAS UTAMA, TAMAN MOUNT AUSTIN BAHRU",81100,BANDAR,PKD JOHOR BHARU,JOHOR BARU,JOHOR BAHRU,JOHOR,866,KK1,07-3577121,07-3577136,Ada,Ada,Ada,Ada,Tiada,Tiada
375,103.666933,1.525611,21-01020107,KK TAMAN UNGKU TUN AMINAH,"LOT 9, 11, 15, 17 JLN SRI ORKID 36, TMN SRI ORKID, SKUDAI",81300,BANDAR,PKD JOHOR BHARU,JOHOR BAHRU,JOHOR BAHRU,JOHOR,878,KK1,07-5113727,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
376,103.626726,1.537953,21-01020428,KK TAMAN UNIVERSITI,"JALAN KEBUDAYAAN 28, TAMAN UNIVERSITI",81300,BANDAR,PKD JOHOR BHARU,SKUDAI,JOHOR BAHRU,JOHOR,819,KK1,07-5216800,07-5216806,Ada,Ada,Ada,Ada,Tiada,Tiada
377,103.705879,1.492824,21-01020108,KK TAMPOI,"JKR 4969, BATU 5 JALAN SKUDAI",81200,BANDAR,PKD JOHOR BHARU,JOHOR BAHRU,JOHOR BAHRU,JOHOR,720,KK2,07-2361030,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
378,103.771230,1.488750,21-01020106,KK TEBRAU,"JKR 5409, 5410, 5413 JALAN KERAMBIT, TAMAN SRI TEBRAU",80050,BANDAR,PKD JOHOR BHARU,JOHOR BAHRU,JOHOR BAHRU,JOHOR,245,KK4,07-3342067,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
379,103.820655,1.596701,21-01020114,KK ULU TIRAM,"JKR 2159, JLN BESAR BAHRU",81800,LUAR BANDAR,PKD JOHOR BHARU,ULU TIRAM,JOHOR BAHRU,JOHOR,716,KK2,07-8611402,07-4322026 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
380,103.540750,2.215870,21-01030055,KK KAHANG BATU 22,"LOT 96, JALAN MERSING BATU 22, KAHANG",86700,LUAR BANDAR,PKD KLUANG,KLUANG,KLUANG,JOHOR,128,KK5,07-7881229,07-7735526 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
381,103.494390,2.085010,21-01030056,KK KAHANG TIMUR,"JALAN MERAK, FELDA KAHANG TIMUR JOHOR",86000,LUAR BANDAR,PKD KLUANG,KLUANG,KLUANG,JOHOR,128,KK5,07-7866633,07-7735526 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
382,103.473491,1.818464,21-01030067,KK LAYANG-LAYANG,"JALAN PEJABAT POS, LAYANG-LAYANG",81850,LUAR BANDAR,PKD KLUANG,KLUANG,KLUANG,JOHOR,144,KK5,07-7527233,07-7527233,Ada,Ada,Ada,Ada,Tiada,Tiada
383,103.322250,2.006980,21-01030052,KK MENGKIBOL,JALAN MENGKIBOL,86000,BANDAR,PKD KLUANG,KLUANG,KLUANG,JOHOR,825,KK1,07-7765343,07-7744113,Ada,Ada,Ada,Ada,Tiada,Tiada
384,103.195591,2.187405,21-01030073,KK PALOH,"NO 139 JALAN KLINIK, PALOH",86600,LUAR BANDAR,PKD KLUANG,KLUANG,KLUANG,JOHOR,143,KK5,07-7811059,07-7735526 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
385,103.396390,1.883330,21-01030092,KK RENGGAM,"PTD 2495, JALAN SIMPANG RENGGAM, RENGGAM",86300,LUAR BANDAR,PKD KLUANG,KLUANG,KLUANG,JOHOR,126,KK5,07-7535255,07-7735526 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
386,103.305220,1.826130,21-01030100,KK SIMPANG RENGGAM,KLINIK KESIHATAN 3 JALAN RAMBUTAN,86200,BANDAR,PKD KLUANG,SIMPANG RENGGAM,KLUANG,JOHOR,426,KK3,07-7554143,07-7554144,Ada,Ada,Ada,Ada,Tiada,Tiada
387,103.475020,1.947280,21-01030113,KK ULU BELITONG,"JALAN CEMARA, FELDA ULU BELITONG",86007,LUAR BANDAR,PKD KLUANG,KLUANG,KLUANG,JOHOR,155,KK4,07-7863333,07-7735526 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
388,104.021627,1.678369,21-01040027,KK AIR TAWAR 2,FELDA AIR TAWAR 2,81920,LUAR BANDAR,PKD KOTA TINGGI,KOTA TINGGI,KOTA TINGGI,JOHOR,188,KK4,07-8932207,07-8831273 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
389,104.088237,1.606242,21-01040129,KK AIR TAWAR 5 (FELDA),FELDA AIR TAWAR 5,81900,LUAR BANDAR,PKD KOTA TINGGI,KOTA TINGGI,KOTA TINGGI,JOHOR,61,KK6,07-8952872,07-8831273 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
390,104.153978,1.611851,21-01040033,KK BANDAR MAS,BANDAR MAS JOHOR,81900,LUAR BANDAR,PKD KOTA TINGGI,KOTA TINGGI,KOTA TINGGI,JOHOR,231,KK4,07-8236155,07-8236169,Ada,Ada,Ada,Ada,Tiada,Tiada
391,104.240174,1.555327,21-01040034,KK BANDAR PENAWAR,"JLN PEMBANGUNAN, BANDAR PENAWAR",81930,LUAR BANDAR,PKD KOTA TINGGI,KOTA TINGGI,KOTA TINGGI,JOHOR,164,KK4,07-8221064,07-8831273 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
392,103.622920,1.863300,21-01040036,KK BANDAR TENGGARA,KULAIJAYA,81440,LUAR BANDAR,PKD KOTA TINGGI,KULAI,KOTA TINGGI,JOHOR,408,KK2,07-8966199,07-8831273 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
393,103.706770,1.768280,21-01040042,KK BUKIT BESAR,"FELDA BUKIT BESAR, KULAI JAYA",81450,LUAR BANDAR,PKD KOTA TINGGI,KOTA TINGGI,KOTA TINGGI,JOHOR,123,KK5,07-8977255 / 07-8976130,07-8831273 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
394,104.073890,1.752130,21-01040046,KK BUKIT WAHA,FELDA BUKIT WAHA,81907,LUAR BANDAR,PKD KOTA TINGGI,KOTA TINGGI,KOTA TINGGI,JOHOR,137,KK5,07-8925595,07-8831273 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
395,103.897850,1.741120,21-01040069,KK LOK HENG,JALAN AMANAH,81900,LUAR BANDAR,PKD KOTA TINGGI,KOTA TINGGI,KOTA TINGGI,JOHOR,115,KK5,07-8947188 / 07-8947016,07-8831273 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
396,104.109440,1.365000,21-01040088,KK PENGERANG,"FELDA LOK HENG, TANJUNG SURAT",81600,LUAR BANDAR,PKD KOTA TINGGI,KOTA TINGGI,KOTA TINGGI,JOHOR,28,KK7,07-8252455,07-8831273 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
397,104.121230,1.926000,21-01040062,KK SEDILI BESAR,"LOT 218, JALAN HJ MD LAZIM, KAMBU",81910,LUAR BANDAR,PKD KOTA TINGGI,KOTA TINGGI,KOTA TINGGI,JOHOR,40,KK7,07-8899870,07-8831273 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
398,104.181573,1.479973,21-01040098,KK SENING,KOTA TINGGI,81900,LUAR BANDAR,PKD KOTA TINGGI,KOTA TINGGI,KOTA TINGGI,JOHOR,190,KK4,07-8277398 / 07-8276168,07-8831273 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
399,104.223970,1.350100,21-01040105,KK SUNGAI RENGIT,PENGERANG,81620,LUAR BANDAR,PKD KOTA TINGGI,KOTA TINGGI,KOTA TINGGI,JOHOR,78,KK6,07-8263285 / 07-8264290,07-8831273 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
400,104.108830,1.925390,21-01040109,KK TANJONG SEDILI,FELDA SENING,81910,LUAR BANDAR,PKD KOTA TINGGI,KOTA TINGGI,KOTA TINGGI,JOHOR,172,KK4,07-8918370 / 07-8916751,07-8831273 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
401,104.264112,1.389850,21-01040704,KK BAYU DAMAI,PENGERANG,81600,LUAR BANDAR,PKD KOTA TINGGI,KOTA TINGGI,KOTA TINGGI,JOHOR,63,KK6,07-8264311,07-8831273 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
402,103.621652,1.640890,21-01090402,KK KULAI,"JALAN PEJABAT KERAJAAN, KULAI",81000,LUAR BANDAR,PKD KULAI JAYA,KULAI JAYA,KULAI JAYA,JOHOR,863,KK1,07-6625255,07-6622603,Ada,Ada,Ada,Ada,Tiada,Tiada
403,103.607151,1.655536,21-01090063,KK KULAI BESAR,BATU 19 JALAN AIR HITAM,81000,BANDAR,PKD KULAI JAYA,KULAI JAYA,KULAI JAYA,JOHOR,1005,KK1,07-6622403,07-6622603,Ada,Ada,Ada,Ada,Tiada,Tiada
404,102.626325,2.213067,21-01100043,KK BUKIT GAMBIR,"LOT 11961, KLINIK KESIHATAN BUKIT GAMBIR",84800,LUAR BANDAR,PKD TANGKAK,TANGKAK,LEDANG,JOHOR,191,KK4,06-9762549 / 06-9761353,06-9761353,Ada,Ada,Ada,Ada,Tiada,Tiada
405,102.783892,2.213067,21-01100045,KK BUKIT SERAMPANG,"LOT 4470, KLINIK KESIHATAN BUKIT SERAMPANG",85220,LUAR BANDAR,PKD TANGKAK,TANGKAK,LEDANG,JOHOR,81,KK6,06-9776961,06-9776961,Ada,Ada,Ada,Ada,Tiada,Tiada
406,102.705306,2.208950,21-01100051,KK GERSIK,"PTD 7800, KLINIK KESIHATAN GERSIK",84700,LUAR BANDAR,PKD TANGKAK,TANGKAK,LEDANG,JOHOR,83,KK6,06-9728780,06-9728780,Ada,Ada,Ada,Ada,Tiada,Tiada
407,102.545540,2.275100,21-01100083,KK PAYAMAS,"PT 1405, KLINIK KESIHATAN PAYAMAS, JALAN PAYAMAS",84900,LUAR BANDAR,PKD TANGKAK,TANGKAK,LEDANG,JOHOR,374,KK3,06-9781861,06-9782771,Ada,Ada,Ada,Ada,Tiada,Tiada
408,102.611890,2.303600,21-01100094,KK SAGIL,"PT 8814, KLINIK KESIHATAN SAGIL, JALAN SEGAMAT",84020,LUAR BANDAR,PKD TANGKAK,TANGKAK,LEDANG,JOHOR,102,KK5,06-9772244,06-9772244,Ada,Ada,Ada,Ada,Tiada,Tiada
409,102.563322,2.146870,21-01100104,KK SUNGAI MATI,"LOT MLO 1052 TL0373, KLINIK KESIHATAN SUNGAI MATI",84400,LUAR BANDAR,PKD TANGKAK,TANGKAK,LEDANG,JOHOR,200,KK4,06-9751054,06-9787724 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
410,103.623310,2.649800,21-01050049,KK ENDAU,JLN SEKOLAH,86900,LUAR BANDAR,PKD MERSING,MERSING,MERSING,JOHOR,226,KK4,07-7945066 / 07-7943214,07-7943214,Ada,Ada,Ada,Ada,Tiada,Tiada
411,103.854530,2.267690,21-01050053,KK JEMALUANG,MERSING,86810,LUAR BANDAR,PKD MERSING,MERSING,MERSING,JOHOR,89,KK6,07-7921271,07-7994145 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
412,103.834298,2.436755,21-01050071,KK MERSING KANAN,JALAN ENDAU,86800,LUAR BANDAR,PKD MERSING,MERSING,MERSING,JOHOR,210,KK4,07-7992005,07-7991005,Ada,Ada,Ada,Ada,Tiada,Tiada
